"nombreLugar","networkIp","cidr","wanIp","wanCidr","wanIp1","wanIp2","wanBroadcast","enlace"
"OFICINAS CENTRALES DE LA CCSS, EN SAN JOSE, SOBRE AVENIDA SEGUNDA, EN EL NODO DE LA CCSS.","0.0.0.0","0","0.0.0.0","0","","","","17302482"
"IDC Guatuzo","0.0.0.0","0","0.0.0.0","0","","","","17301161"
"CODISA ASOCIADO A LA OST 98122450","0.0.0.0","0","0.0.0.0","0","","","","17301466"
"HOSPITAL DE HEREDIA SAN VICENTE DE PAUL","0.0.0.0","0","0.0.0.0","0","","","","17312890"
"IDC GUSTUZO ","0.0.0.0","0","0.0.0.0","0","","","","17313075"
"LA URUCA, SAN JOSE. HOSPITAL MEXICO.","0.0.0.0","24","0.0.0.0","30","","","","17312033"
"Guanacaste, Puesto de Visita Periódica de Roblar Nicoya, costado Sur de la  plaza de deportes ","0.0.0.0","24","0.0.0.0","30","","","","17313699"
"CARTAGO LA UNION SAN RAFAEL, NUEVA SEDE AREA DE SALUD DE LA CCSS, CONTACTO EN SITIO STEVEN ALVAREZ TELFONO 88393398","10.146.0.0","16","192.168.20.44","30","","","","17313002"
"CARTAGO LA UNION SAN RAFAEL, NUEVA SEDE AREA DE SALUD DE LA CCSS, CONTACTO EN SITIO STEVEN ALVAREZ TELFONO 88393398","10.146.0.0","16","192.168.20.44","30","","","","17311939"
"HOSPITAL CARLOS LUIS VALVERDE 400M NORTE DE LA PARROQUIA
","10.71.0.0","16","192.168.27.140","30","","","","17348440"
"LIBERIA. CSUCURSAL CCSS. PRIMER PISO DE PLAZA LIBERIA. DOS LOCALES CONTIGUO A TIENDA LA GLORIA","10.10.13.5","24","192.168.28.156","30","","","","17333690"
"EN EL NUEVO LOCAL DE LA SUCURSAL DE NICOYA, GUANACASTE, DEL PUENTE DE RIO GRANDE 20 SUR, FRENTE A LA GASOLINERA BARRANTES Y VARGAS.","10.10.13.5","24","192.168.28.156","30","","","","17334190"
"San Jose, Distrito El Carmen, Barrio La California, Contiguo al Cine Magaly","0.0.0.0","24","10.42.233.0","24","","","","17313625"
"Ideas Gloris S.A. Oficentro Tecnológico CODISA
","0.0.0.0","24","172.27.137.0","30","","","","17302549"
"OFICINAS CENTRALES DE LA CCSS","0.0.0.0","30","181.193.124.24","30","","","","17369150"
"Hospital de Alajuela","0.0.0.0","24","192.168.11.104","30","","","","17301893"
"ALAJUELA, NARANJO EN LA NUEVA SEDE DEL AREA DE SALUD. CONTACTO EN SITIO ALEJANDRO DELGADO CASTRO TEL 70211681","10.157.0.0","16","192.168.11.40","30","","","","17301437"
"NUEVA SEADE DE AREA DE SALUD NARANJO ALAJUELA CONTACTO EN SITIO ALEJANDRO DELGADO CASTRO TEL 70211681","10.157.0.0","16","192.168.11.44","30","","","","17300942"
"Puntarenas, Barranca, en las instalaciones del nuevo Hospital Monseñor Sanabria.","0.0.0.0","16","192.168.16.164","30","","","","17300034"
"OFICINAS CENTRALES DE LA CCSS, EDIFICIO ANEXO GENARO VALVERDE","0.0.0.0","24","192.168.205.0","29","","","","17380800"
"Ave 2 y 4 calles 5 y 7 Oficinas Centrales CCSS","0.0.0.0","24","192.168.206.0","30","","","","17300020"
"TURRIALBA, NUEVO HOSPITAL DE TURRIALBA EN BARRIO LA SUSANITA. CONTACTO EN SITIO EGIDEZ GOMEZ UMANA DE LA EMPRESA INGELECTRA, TEL 88149705 / DAVID CHAVES TEL 87121434","10.65.0.0","17","192.168.22.49","30","","","","17301081"
"HOSPITAL NUEVO DE TURRIALBA","10.65.0.0","17","192.168.22.84","30","","","","17312357"
"NUEVA SEDE AREA DE SALUD LA FORTUNA, SAN CARLOS","10.154.0.0","16","192.168.23.220","32","","","","17311893"
"ALAJUELA, LA FORUTNA SAN CARLOS, NUEVA EDIFICIO AREA DE SALUD","10.154.0.0","16","192.168.23.224","30","","","","17312487"
"CARTAGO TURRIALBA CIUDADELA ABEL SANCHEZ EBAIS 18 BARRIO DEL ESTE","10.42.141.0","24","192.168.25.156","30","","","","17307150"
"SAN JOSE HOSPITAL DE LAS MUJERES CALLE CENTRAL AVENIDA 22 FRENTE A EDIFICIO MUSOC","10.22.0.0","16","192.168.25.164","30","","","","17319050"
"LIMON HOSPITAL TONY FACIO FRENTE A LA SUCURSAL DE LA CCSS, CONTACTO EN SITIO JAIRO CISNEROS TEL 88127361","10.51.0.0","16","192.168.25.92","30","","","","17349370"
"LIMON POCOCI GUAPILES HOSPITAL CCSS GUAPILES","10.52.0.0","16","192.168.25.96","30","","","","17368530"
"PUNTARENAS GOLFITO, BARRIO ALAMEDA FRENTE A COOPEALIANZA","10.132.1.0","24","192.168.27.48","30","","","","17372260"
"SAN ISIDRO, PEREZ ZELEDON, SAN JOSE.
HOSPITAL ESCALANTE PRADILLA, PEREZ ZELEDON, COSTADO ESTE DEL ESTADIO MUNICIPAL DE PEREZ ZELEDON.","10.131.0.0","16","192.168.29.252","30","","","","17355000"
"Hospital de Osa Tomás Casas Casajús","0.0.0.0","24","192.168.39.16","30","","","","17312114"
"SAN CARLOS, FTE A LA ESCUELA DE PLATANAR","10.150.53.0","24","192.168.40.252","30","","","","17333720"
"LIMON VALLE LA ESTRELLA, AREA DE SALUD VALLE LA ESTRELLA, LIMON COSTADO OESTE DE LA CRUZ ROJA","10.50.10.0","24","192.168.41.44","30","","","","17385580"
"EN EL EBAIS DE EL CRUCE, SIQUIRRES, LIMON 50MTS SUR DEL CRUCE DE FLORIDA, FRENTE A COMERCIAL SMITH.","10.50.10.0","24","192.168.42.180","30","","","","17368990"
"SAN JOSE TIBAS LLORENTE CONTIGUO A LA  ESCUELA ANSELMO LLORENTE, EN EL OFICENRO TECNOLOGICO","0.0.0.0","30","192.168.43.0","30","","","","17340190"
"SAN ISIDRO FRENTE A LA PLAYA, UNICO EDIFICIO DE 10 PISOS HOSPITAL MONSE¿OR SANABRIA","10.91.0.0","16","192.168.45.116","30","","","","17311170"
"EN EL EBAIS DE PAVONES DE TURRIALBA, CARRETERA A SIQUIRRES, 500M DESPUES DEL SALON PANAMA TICO,EDIF.MANO IZQUIERDA.","10.42.141.0","24","192.168.46.128","30","","","","17302352"
"EBAIS Sur, Ciudad Neilly detrás de la Iglesia Cuadrangular","10.130.29.0","24","192.168.48.204","30","","","","17300988"
"CARTAGENA SANTA CRUZ EDIFICIO CLINICA DE
CARTAGENA, EBAIS DE CARTAGENA, GUANACASTE.                              ","10.130.29.0","24","192.168.48.216","30","","","","17301138"
"Consultorio Comunal  Buenos Aires de Venecia, 200 Mts Norte de la Escuela Buenos Aires de Venecia","10.150.53.0","24","192.168.48.252","30","","","","17300219"
"PUNTARENAS GOLFITO, BARRIO ALAMEDA FRENTE A COOPEALIANZA, HOSPITAL DE GOLFITO","10.132.1.0","24","192.168.53.112","30","","","","17354891"
"PUNTARENAS COTO BRUS SAN VITO, BARRIO TRES RIOS, HOSPITAL DE SAN VITO.","10.135.0.0","16","192.168.53.124","30","","","","17354321"
"SAN ISIDRO FRENTE A LA PLAYA, UNICO EDIFICIO DE 10 PISOS HOSPITAL MONSE¿OR SANABRIA","10.91.0.0","16","192.168.53.128","30","","","","17353071"
"SAN ISIDRO, PEREZ ZELEDON, SAN JOSE.
HOSPITAL ESCALANTE PRADILLA, PEREZ ZELEDON, COSTADO ESTE DEL ESTADIO MUNICIPAL DE PEREZ ZELEDON.","10.131.0.0","16","192.168.53.136","30","","","","17354581"
"LIMON POCOCI GUAPILES HOSPITAL CCSS GUAPILES","10.52.0.0","16","192.168.53.140","30","","","","17354831"
"SAN JOSE HOSPITAL DE LAS MUJERES CALLE CENTRAL AVENIDA 22 FRENTE A EDIFICIO MUSOC","10.22.0.0","16","192.168.53.80","30","","","","17350241"
"HOSPITAL TONY FACIO DE LIMON, CONTACTO EN SITIO JAIRO CISNEROS TEL 88127361","10.51.0.0","16","192.168.53.84","30","","","","17348171"
"CLINICA DEL DOLOR, COSTADO NORTE DEL HOSPITAL CALDERON GUARDIA, CALLE 17A SAN JOSE","0.0.0.0","24","192.168.54.136","30","","","","17387591"
"HOSPITAL CARLOS LUIS VALVERDE SAN RAMON CONTACTO ICE ALEJANDRO MORA TEL. 20009616 / 83788088","10.71.0.0","16","192.168.55.156","30","","","","17393010"
"PUNTARENAS COTO BRUS SAN VITO, BARRIO TRES RIOS","10.135.0.0","16","192.168.55.164","30","","","","17389140"
"GUANCASTE, CARRILLO, BELEN NUEVA SEDE DE AREA DE SALUD CONTACTO EN SITIO MARIO ROJAS TEL 71138122","0.0.0.0","16","192.168.7.172","30","","","","17312275"
"GUANACASTE, NICOYA EN EL HOSPITAL LA ANEXION","0.0.0.0","24","192.168.7.176","30","","","","17350509"
"SAN JOSE ALAJUELITA CONCEPCION COSTADO ESTE DE LA PLAZA DE DEPORTES ","10.42.13.0","24","0.0.0.0","30","","","","17338760"
"San Jose, Dota, Santa María, frente al costado oeste de la Plaza de Deportes, EN AS SANTA MARÍA","10.42.172.0","24","0.0.0.0","30","","","","17366180"
"800MTS SUR DE RAYOS X DEDL HOSPITAL MAX PERALTA, ANTIGUO EDIFICIO DE CONSUCOOP, CARTAGO.","10.42.178.0","24","0.0.0.0","30","","","","17385730"
"SAN JOSE, SAN IGNACIO DE ACOSTA, 50 MTS SUR DE LA AGENCIA DEL BANCO NACIONAL, EN AS ACOSTA.","10.42.2.0","24","0.0.0.0","30","","","","17301150"
"SAN JOSE DESAMPARADOS FRENTE A LA CLINICA DR. MARCIAL FALLAS DIAZ, EN AS DESAMPARADOS ","10.46.2.5","24","0.0.0.0","30","","","","17311470"
"SAN JOSE, ZAPOTE, 400 MTS ESTE DEL COMPLEJO DE PLAZA VIQUEZ, MANO DERECHA, BARRIO VASCONIA.
EN AS ZAPOTE CATEDRAL, CLINICA CARLOS DURAN/ ","10.46.5.0","24","0.0.0.0","30","","","","17309870"
"SAN JOSE TIBAS CINCO ESQUINAS 100M OESTE DE LA IGLESIA SN AGUSTIN","10.47.0.0","16","0.0.0.0","30","","","","17311060"
"LIMON, POCOCI, EBAIS DE NAJERA, 100 SUR, 100 OESTE Y 75 SUR DE LA ESCUELA PUBLICA","10.50.94.0","24","0.0.0.0","30","","","","17302951"
"LEPANTO, PUNTARENAS. EBAIS LEPANTO, EN EL CENTRO DE LA COMUNIDAD. 
** EN EL SITIO PUEDEN PREGUNTAR POR MARIO MOLINA DUARTE **","10.90.14.0","24","0.0.0.0","30","","","","17387120"
"PUESTO DE VISITA PERIODICA RIO BLANCO LIMON","10.50.133.0","24","192.168.10.144","30","","","","17301109"
"LIMON, COSTADO OESTE DE LA CRUZ ROJA DE LIMÓN. CONTACTO EN SITIO FEDERICO GOMEZ TEL 60431150 Y DENNIS LE MAYTRE TEL 70343921 AMBOS DE LA EMPRESA CONSTRUCTORA","10.56.0.0","16","192.168.10.144","30","","","","17313585"
"HOSPITAL SAN JUAN DE DIOS","10.121.68.0","22","192.168.20.32","30","","","","17313409"
"PUESTO DE VISITA SAN CRISTOBAL CONTACTO EN SITIO ANDRES CHAVES OBANDO 71093710 / 84310748 ","10.142.80.0","24","192.168.20.32","30","","","","17313534"
"CARTAGO, TURRIALABA, CENTRAL, LABORATORIO DEL AS TURRIALBA, 50 NORTE DE LA PUERTA CONTIGUA A LA ENTRADA DE ENCOMIENDAS DE LA TERMINAL TRANSTUSA.","10.42.173.0","24","192.168.25.32","30","","","","17384080"
"LIMON, POCOCI, TICABAN 300 METROS NORTE DEL SERVICENTRO TICABAN EN EL EBAIS DE TICABAN","10.50.89.0","24","192.168.25.32","30","","","","17356320"
"HOSPITAL MAX TERAN VALLS, 100 NORTE DEL AEROPUERTO, HACIENDA LA MANAGUA, QUEPOS","10.92.1.0","24","192.168.27.140","30","","","","17359330"
"LIMON, POCOCI, CARIARI, EN EL EBAIS DE ASTUA, PIRIE, COSTADO OESTE DE LA ESCUELA ASTUA PIRIE.","10.50.76.0","24","192.168.41.92","30","","","","17308530"
"ALAJUELA, PALMARES, BUENOS AIRES, 25 ESTE DE LA PLAZA DE DEPORTES.","10.70.115.0","24","192.168.41.92","30","","","","17384030"
"ABANGARES,PVP Candelaria: De la Iglesia Católica 100 mt norte, distrito La Sierra","10.30.156.0","24","192.168.7.80","30","","","","17313706"
"GUANCASTE, CARRILLO, BELEN NUEVA SEDE DE AREA DE SALUD CONTACTO EN SITIO MARIO ROJAS TEL 71138122","10.34.0.0","16","192.168.7.80","30","","","","17312279"
"S J CALLES 5 Y 7 AVE SEGUNDA OFICINAS CENTRALES PISO 6 EDIF. ANEXO","10.211.238.0","24","10.254.254.136","30","","","","17394960"
"Alajuela,Palmares Centro, 50 metros Norte y 25 metros Este del Club de Amigos. Edificio Alterno del AS de Palmares.Contacto en sitio GUILLERMO XIRINACHS tel 8705-9150
","10.70.236.0","24","10.108.16.144","29","","","","17390801"
"PUNTARENAS OSA PALMAR NORTE, CONTIGUO AL CEMENTERIO DE PALMAR NORTE, LABORATORIO CLINICO","10.139.3.0","24","10.108.85.152","29","","","","17311865"
"FARMACIA, ODONTOLOG¿A, LABORATORIO Y ROPER¿A, Plaza Los Yoses, contiguo al Restaurante Antojitos
SAN JOSE MONTES DE OCA, SAN PEDRO
","10.142.41.0","24","192.162.55.104","30","","","","17300952"
"EBAIS PACTO COYOL, SAN JOSE, ALAJUELA, CALLE LA MARGARITA DE LA ENTRADA 75 SUR COYOL","10.70.48.0","24","192.168..41.148","30","","","","17382410"
"San José ; San José La Uruca , calle alborada contiguo al CENDESISS","10.82.10.0","24","192.168.1.80","30","","","","17301292"
"PUESTO DE VISITA PERIODICA MERCEDES, GUACIMO","10.50.131.0","24","192.168.10.136","30","","","","17301362"
"PUESTO DE VISITA PERIODICA OLIVIA TALAMANCA","10.50.138.0","24","192.168.10.164","30","","","","17301125"
"LIMON, POCOCI, CARIARI, NUEVA SEDE AREA DE SALUD, CONTACTO EN SITIO MAURICIO PEREIRA TEL 61027690","10.57.225.0","29","192.168.10.184","30","","","","17301571"
"ALAJUELA, SARCHI, TORO AMARILLO EN EL PUESTO DE VISITA PERIODICA DE TORO AMARILLO","10.50.143.0","24","192.168.10.191","30","","","","17313345"
"Limón, Matina, B Line, 50 m Sur del plantel de Recope","10.50.144.0","24","192.168.10.192","30","","","","17350383"
"LIMON, POCOCI, CARIARI, NUEVA SEDE AREA DE SALUD, CONTACTO EN SITIO MAURICIO PEREIRA TEL 61027690","10.57.255.8","29","192.168.10.196","30","","","","17300116"
"JIMENEZ DE POCOCI 80 OESTE DEL EBAIS JIMENEZ EN LA FARMACIA DEL EBAIS","10.58.1.0","24","192.168.10.200","30","","","","17301168"
"Limón- Pococí- Guápiles- Barrio Pinares, contiguo a churrasquería y carnicería Guerrero, Ebais Emilia y Ebais Central 2","10.50.142.0","24","192.168.10.80","30","","","","17300493"
"Heredia, San Joaquin 400 metros este del Banco de Costa Rica, San Joaqu¿n, AS Belen Flores Especialidades medicas CONTACTO Dennis Alvarado Morales 21034700 / 88343489","10.70.240.0","24","192.168.11.0","30","","","","17387900"
"Urbanización Vista del Valle, segunda etapa, del cementerio 200 mts oeste, 100 metros sur y 100 mts oeste, costado norte de la Clínica Mercedes Chacón Porras","10.142.92.0","24","192.168.11.100","30","","","","17351124"
"ALAJUELA, GRECIA, 150 OESTE DE LA ESTACION DE LA BOMBEROS 10°4¿25"" N 84°18¿36"" CONTACTO ROBERTO CASTRO LIZANO TEL 71025547","10.158.6.0","24","192.168.11.108","30","","","","17351275"
"Subárea Confección y Reparación de Mobiliario (SACRM) ubicada en La Uruca","10.142.96.0","24","192.168.11.116","30","","","","17351173"
"Costado Sur del estadio Eladio Rosabal Cordero diagonal al Hospital del trauma del INS. Nueva AS Heredia Cubujuqui
","10.70.245.0","24","192.168.11.16","30","","","","17303179"
"Barrio San Jos¿ de Alajuela, 800 metros norte de la Iglesia Cat¿lica, entrada a Calle la Torre 200 metros al noreste. Contacto en sitio Elmer Alp¿zar S¿nchez al 8843-6331","10.70.246.0","24","192.168.11.20","30","","","","17303223"
"ALAJUELA, FRENTE A FUNERALES VIDA DEL EBAIS DEL CENTRO 25 SUR M/D LOCALES COMERCIALES, Bodega de farmacia y proveeduria de la ccss","10.70.247.0","24","192.168.11.24","30","","","","17300946"
"San Mateo Costado este de la Iglesia Católica Labrador","10.70.250.0","24","192.168.11.30","30","","","","17301428"
"EBAIS PUEBLO NUEVO SARAPIQUI A UN COSTADO DE LA PLAZA DE DEPORTES CONTACTO EN SITIO XIOMARA LEON EDUARTE TEL 24741034 / CEL 88253048","10.70.251.0","24","192.168.11.32","30","","","","17313091"
"ALAJUELA, GUACIMA, LAS VUELTAS, CONTIGUO A LA PLAZA DE DEPORTES DE LAS VUELTAS","10.70.241.0","24","192.168.11.4","30","","","","17380140"
"DE LA PLAZA DE LA URUCA, 1KM NORTE. EBAIS LEON XIII","10.158.1.0","24","192.168.11.48","30","","","","17370130"
"ENTRADA A LA CARPIO, 800 OESTE, EN EBAIS CARPIO","10.158.3.0","24","192.168.11.52","30","","","","17375480"
"Alajuela, San Ramón, contiguo al salón comunal de Calle Zamora, Ebais Calle Zamora","10.158.5.0","24","192.168.11.56","30","","","","17350194"
"SN SEBASTIAN COLONIA KENNEDY, EN EL EBAIS DE COLONIA KENNEDY","10.142.82.0","24","192.168.11.60","30","","","","17357080"
"HIPER MAS 300 SUR CONTIGUO A IGLESIA TESTIGOS JEHOVA, EN EBAIS SAN SEBASTIAN","10.142.83.0","24","192.168.11.64","30","","","","17308100"
"Hospital Nacional de Geriatría y Gerontología Raúl Blanco Cervantes","10.123.0.0","16","192.168.11.68","30","","","","17312276"
"SAN JOSE, MONTES DE OCA, SAN RAFAEL, EN EL NUEVO EBAIS DE SAN RAFAEL, DE LA ENTRADA A LA CAMPIÑA 125 EDIFICIO BLANCO, ANTIGUA ESCUELA GREEN MIDS. CONTACTO EN SITIO PABLO JARA, TEL 89609000 O AL 22737600","10.142.86.0","24","192.168.11.72","30","","","","17350142"
"CARTAGO, De la esquina sureste de la plaza Asís, 50mts Sur y 50mts este, casa a mano izquierda, portón café eléctrico","10.142.87.0","24","192.168.11.80","30","","","","17350379"
"Tejar del Guarco, en la dirección costado norte del gimnasio del Colegio Elías Leiva, Tejar del Guarco, Cartago","10.142.89.0","24","192.168.11.88","30","","","","17350553"
"Cartago, de la Antigua Hormiga de oro, 50 al oeste. 9.865141602063627, -83.91628060674536","10.142.90.0","24","192.168.11.92","30","","","","17351084"
"Acosta, Ceiba Este en el Ebais","10.142.91.0","24","192.168.11.96","30","","","","17301612"
"IDC GUATUSO","10.16.34.0","24","192.168.151.8","29","","","","17304441"
"Puntarenas, El Roble, del Sal¿n Comunal El Roble 25 metros Este al costado este del Ebais actual. Contacto en Sitio Nancy Garro tel 88324704","10.90.198.0","24","192.168.16.152","30","","","","17303027"
"Puntarenas, Barranca, Costado Este de la Escuela Kennedy.","10.95.0.0","16","192.168.16.160","30","","","","17313365"
"PUNTARENAS GARABITO PUESTO DE VISITA PERIODICA MATA DE PLATANO CONTIGUO A LA ESCUELA DE LA LOCALIDAD DE MATA DE PLATANO","10.90.201.0","24","192.168.16.168","30","","","","17313254"
"Puntarenas, Pitahaya, 100 metros este Liceo Rural de Aranjuez","10.90.204.0","24","192.168.16.172","30","","","","17300216"
"Puntarenas, Chomes, Frente al Escuela Nora María Quesada Chavarría (Chomes)","10.90.202.0","24","192.168.16.176","30","","","","17350287"
"Puntarenas, Pitahaya, Frente a la Escuela Chapernal","10.90.203.0","24","192.168.16.180","30","","","","17300448"
"LEGUA DE LOS NARANJOS ACOSTA","10.42.9.0","24","192.168.17.36","30","","","","17301614"
"CARTAGO CENTRAL CORRALILLO, FRENTE A ESCUELA JOSE NAVARRO ARAYA EN EL PUESTO DE VISITA CCSS CONTACTO ALEJANDRO CHAVES OBANDO TEL 25480322 / 25489139 ","10.142.79.0","24","192.168.19.160","30","","","","17301891"
"EBAIS LLANO LOS ANGELES, LLANO LOS ANGELES DE CORRALILLO 50 MTS DE LA ESCUELA FELIX MATA VALLE.
CONTACTO ALEJANDRO CHAVES OBANDO TEL 25489139 / 71093710","10.142.75.0","24","192.168.20.12","30","","","","17326260"
"100 metros este de la entrada principal del Liceo de San Jos¿, sobre av 15 y calle 26 EBAIS","10.142.76.0","24","192.168.20.16","30","","","","17303623"
"CARTAGO, PARAISO CONTIGUO AL PALI EN EL CENTRO. CONTACTO EN SITIO FRANCISCO SOTO RIVERA TEL 25744132","10.142.77.0","24","192.168.20.24","30","","","","17301070"
"San Juan de Dios Desamparados, 25mts Norte del Centro Pedagógico Sotero González Barquero, frente a Supermercado El Rey","10.142.78.0","24","192.168.20.28","30","","","","17306182"
"CARTAGO, Edificio CEJALES, coordenadas 9.861155, -83.920787 CONTACTO EN SITIO JONATHAN UULOA MORA TEL 25501921. COORDINAR DE PREVIO CON EL CLIENTE LA VISITA","10.142.81.0","24","192.168.20.36","30","","","","17312349"
"San Jose, Edificio situado  en Calle 22 San Bosco San Jos¿, casa color Azul esquinera. Casa Fundacion HNN","10.142.73.0","24","192.168.20.4","30","","","","17300480"
"IDC GUATUSO","172.20.1.0","24","192.168.20.40","29","","","","17313407"
"Guanacaste, Santa Cruz, Santa Cruz, 100 metros al Sur de la actual Cl?nica de Santa Cruz, frente al IAFA. Nueva Sede del AS Santa Cruz Contacto JOSE MORAGA RODRIGUEZ TEL 26800435","10.37.0.0","16","192.168.205.24","29","","","","17302823"
"COSTADO SUR DE LAS ANTIGUAS OFICINAS DEL IMAS O 200 OESTE DE LA ZONA FRANCA","10.90.84.0","24","192.168.21.112","30","","","","17311140"
"PVP SAN GERARDO, PEREZ ZELEDON, RIVAS","10.139.7.0","24","192.168.22.104","30","","","","17351106"
"Contiguo a Ministerio de Trabajo, B¿ San Luis, San Isidro del General, Perez Zeled¿n, SJ.","10.130.90.0","24","192.168.22.12","30","","","","17300676"
"PVP SAN RAFAEL, PEREZ ZELEDON, SAN PEDRO","10.139.11.0","24","192.168.22.120","30","","","","17350914"
"FRENTE A TV SUR LOCALES ENTRADA ANTIGUO  URB RESTAURANTE SIMPLE CONTACTO PATRICIA ELIZONDO TEL 89934279       ","10.130.91.0","24","192.168.22.16","30","","","","17300595"
"PVP SAN ANTONIO COTO BRUS SABALITO","10.139.38.0","24","192.168.22.228","30","","","","17351165"
"PVP SAN MIGUEL, COTO BRUS SABALITO","10.139.42.0","24","192.168.22.248","30","","","","17351189"
"SAN JOSE, PEREZ ZELEDON, EL AGUILA PIJIBAYE CONTIGUO A LA ESCUELA COSTADO ESTE DE LA PLAZA EN SVP ","10.130.98.0","24","192.168.22.45","30","","","","17301222"
"Del cruce entre Ipis y Coronado, 800 Noreste, Frente a Clínica de Coronado (Contiguo a Soda Mi familia). Contacto en sitio Oscar Delgado González tel 22160500 ext 1020 ","10.90.200.0","24","192.168.22.52","30","","","","17306651"
"San José, Montes de Oca, San Pedro,  a la par de Plaza Yoses  Rotonda de la Fuente de la Hispanidad costado  Suroeste.","10.142.29.0","24","192.168.22.63","30","","","","17300989"
"PUNTARENAS,BUENOS AIRES, SALITRE, Del Liceo Rural de Salitre, 200 metros al Este, sobre calle principal a mano derecha NUEVO EBAIS DE SALITRE. contacto en sitio LUIS DIEGO MORA TEL 27300116","10.131.101.0","24","192.168.22.67","30","","","","17313421"
"PUESTO DE VISITA PERIODICA PALO SECO, PUNTARENAS, GOLFITO, PUERTO JIMENEZ 8,60186 -83,45443","10.139.2.0","24","192.168.22.68","30","","","","17301547"
"LOS ANGELES DE PIEDRAS BLANCAS OSA EN EL PVP ","10.130.101.0","24","192.168.22.72","30","","","","17300597"
"PUNTARENAS OSA CIUDAD CORTES 125 NORTE DE LA ESCUELA EL VALLE DEL DIQUIS, EBAIS DE CIUDAD CORTES","10.139.4.0","24","192.168.22.88","30","","","","17312008"
"PVP LAS BRISAS, PEREZ ZELEDON, CAJON","10.139.6.0","24","192.168.22.96","30","","","","17351103"
"Alajuela, San Carlos, 70 Mts Norte de la Escuela de Florencia Carlos Maroto, Edificio esquinero","10.150.66.0","24","192.168.23.204","30","","","","17302828"
"Puesto de Visita Buena Vista
Dirección: Alajuela, Guatuso, Buena Vista, 1 km Sur Oeste del Salón Comunal
","10.155.1.0","24","192.168.23.228","30","","","","17312553"
"PVP El Valle, ubicado en Alajuela, Guatuso, costado Norte del Salón Comunal ","10.155.2.0","24","192.168.23.232","30","","","","17312827"
"Puesto de Visita Veracruz
Dirección:  Alajuela, Los Chiles, Caño Negro, 500m norte de la iglesia católica de Veracruz, edificio mano izquierda con malla
","10.155.3.0","24","192.168.23.236","30","","","","17312004"
"Puesto de Visita La Virgen
Dirección: Alajuela, Los Chiles, El Amparo, 50m sur, 200m este y 200m sur de la Escuela La Virgen
","10.155.4.0","24","192.168.23.240","30","","","","17312195"
"ALAJUELA, NARANJO, SAN MIGUEL, Costado sur de la Plaza de Deportes de San Miguel o también podría ser 150 metros sur de la Iglesia NUEVO EBAIS. CONTACTO HERSCHEL JIMENEZ BARAHORA TEL 24514444","10.70.134.0","24","192.168.24.48","30","","","","17328532"
"ALAJUELA, POAS, SAN PEDRO, 150MTRS AL NORTE DE LA IGLESIA CATOLICA DE SAN PEDRO DE POAS.","10.70.184.0","24","192.168.25.104","30","","","","17388540"
"GUANACASTE, SANTA CRUZ VILLAREAL, SALON COMUNAL DE LA COMUNIDAD DE VILLARREAL, DONDE ACTUALMENTE ESTA FUNCIONANDO EL EBAIS CONTACTO EN SITIO JOSE MORAGA TEL 85472370 ","10.30.34.0","24","192.168.25.108","30","","","","17330560"
"PALMIRA DE CARRILLO PUESTO DE SALUD, EBAIS PASO TEMPISQUE//             ","10.30.84.0","24","192.168.25.112","30","","","","17302101"
"50 NORTE Y 100 OESTE DEL ICE EN NICOYA. EDIFICIO NUEVO ESQUINERO DE DOS PLANTAS","10.30.35.0","24","192.168.25.120","30","","","","17330590"
"CARTAGO, CENTRAL, EL CARMEN, 100MTRS SUR DE LA IGLESIA SAN ESTEBAN, BA. EL CARMEN, ANTIGUO BAR EL CHAPULIN COLORADO.","10.42.37.0","24","192.168.25.124","30","","","","17389110"
"SAMARA, CANGREJAL, EDIF. CLINICA, EBAIS DE SAMARA.","10.30.42.0","24","192.168.25.128","30","","","","17300207"
"TURRIALBA DIAGONAL A LA ESQUINA NORTE DEL PARQUE FRENTE OFICINAS DEL REGISTRO CIVIL. TEL REF: 2556-11-49 2556-48-72, 2566-48-57","10.42.133.0","24","192.168.25.132","30","","","","17351110"
"CARTAGO TURRIALBA BARRIO LA CECILIA EBAIS CENTRAL","10.42.134.0","24","192.168.25.136","30","","","","17307280"
"CARTAGO TURRIALBA CALLE 8 EL MORA DE TURRIALBA EBAIS EL MORA","10.42.137.0","24","192.168.25.144","30","","","","17307290"
"CARTAGO TURRIALBA LA SUIZA CONTIGUO A ESCUELA DE LA SUIZA EBAIS A B Y C","10.42.142.0","24","192.168.25.148","30","","","","17372430"
"CARTAGO TURRIALBA JUAN VIÑAS BARRIO LA MARAVILLA EBAIS JUAN VIÑAS A Y B","10.42.146.0","24","192.168.25.152","30","","","","17304370"
"LIMON POCOCI GUAPILES FRENTE A LA GUARDIA RURAL EBAIS GUAPILES CENTRAL NORTE II","10.50.70.0","24","192.168.25.16","30","","","","17356280"
"HEREDIA SANTO DOMINGO DE LA MUNICIPALIDAD DE STO DOMINGO 200 NORTE EDIFICIO ESQUINERO DE LA CCSS, EN LA DIRECCION REGIONAL CENTRAL NORTE, CCSS","10.70.1.0","24","192.168.25.168","30","","","","17372450"
"SJ, COSTADO SUR DE LA IGLESIA CATOLICA DE ZAPOTE, EDIFICIO COLOR AZUL, 2 PISOS","10.87.1.0","24","192.168.25.176","30","","","","17306750"
